"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Cum.UG.Overall.Earned.CrHr..MU.and.Non.MU.","Student ID"
8221753,202130,18,18,30,NA
8221753,202210,14,14,44,NA
8221753,202220,14,14,58,NA
8221753,202310,14,14,72,NA
8221753,202320,15,15,87,NA
8221753,202330,12,12,99,NA
8221753,202410,18,18,117,NA
8221753,202420,12,18,135,NA
8224982,202110,15,15,15,NA
8224982,202120,13,13,28,NA
8224982,202210,15,15,43,NA
8224982,202220,12,12,55,NA
8224982,202310,16,16,71,NA
8224982,202320,11,11,82,NA
8224982,202410,19,19,101,NA
8224982,202420,20,20,121,NA
8226333,202110,15,45,45,NA
8226333,202120,15,15,60,NA
8226333,202210,12,12,72,NA
8226333,202220,15,15,87,NA
8226333,202310,15,15,102,NA
8226333,202320,12,12,114,NA
8226333,202410,13,13,127,NA
8226483,202110,15,58,58,NA
8226483,202120,15,15,73,NA
8226483,202210,17,17,90,NA
8226483,202215,3,3,93,NA
8226483,202220,12,12,105,NA
8226483,202310,14,14,119,NA
8226483,202315,3,3,122,NA
8226483,202320,8,8,130,NA
8226483,202410,15,15,145,NA
8226483,202420,18,24,169,NA
8226483,202430,0,9,NA,NA
8226483,202510,NA,NA,178,NA
8226632,202110,18,45,45,NA
8226632,202120,13,13,58,NA
8226632,202210,12,12,70,NA
8226632,202220,12,15,85,NA
8226632,202230,3,3,88,NA
8226632,202310,15,15,103,NA
8226632,202315,6,6,109,NA
8226632,202320,15,15,124,NA
8226632,202410,12,12,136,NA
8226632,202415,3,3,139,NA
8226632,202420,12,12,151,NA
8228733,202110,15,74,74,NA
8228733,202120,15,15,89,NA
8228733,202210,13,13,102,NA
8228733,202215,3,3,105,NA
8228733,202220,15,15,120,NA
8228733,202310,12,12,132,NA
8228733,202320,12,12,144,NA
8228733,202410,0,0,144,NA
8228733,202415,0,0,144,NA
8228733,202420,0,0,144,NA
8228925,202110,15,22,22,NA
8228925,202115,3,3,25,NA
8228925,202120,16,16,41,NA
8228925,202210,16,16,57,NA
8228925,202215,3,3,60,NA
8228925,202220,12,12,72,NA
8228925,202310,9,9,81,NA
8228925,202315,6,6,87,NA
8228925,202320,18,18,105,NA
8228925,202330,3,3,108,NA
8228925,202410,17,17,125,NA
8228925,202415,3,3,128,NA
8228925,202420,15,15,143,NA
8229824,202110,18,60,60,NA
8229824,202115,3,3,63,NA
8229824,202120,18,18,81,NA
8229824,202210,15,15,96,NA
8229824,202220,18,18,114,NA
8229824,202310,15,15,129,NA
8229824,202320,15,15,144,NA
8229824,202410,16,16,160,NA
8229824,202420,14,14,174,NA
8229869,202110,15,34,34,NA
8229869,202120,15.5,15.5,49.5,NA
8229869,202210,16.5,16.5,66,NA
8229869,202220,15,15,81,NA
8229869,202310,15,15,96,NA
8229869,202315,3,3,99,NA
8229869,202320,12,15,114,NA
8229869,202410,15,15,129,NA
8229869,202415,6,6,135,NA
8229869,202420,15,15,150,NA
8229976,202110,17,23,23,NA
8229976,202120,14,14,37,NA
8229976,202210,16,16,53,NA
8229976,202220,13,13,66,NA
8229976,202310,15,15,81,NA
8229976,202320,16,16,97,NA
8229976,202330,0,0,97,NA
8229976,202410,14,14,111,NA
8229976,202420,14,14,125,NA
8230735,202110,12,18,18,NA
8230735,202120,20,20,38,NA
8230735,202210,20,20,58,NA
8230735,202220,16,16,74,NA
8230735,202310,18,18,92,NA
8230735,202320,18,18,110,NA
8230735,202410,18,18,128,NA
8230735,202420,12,12,140,NA
8230745,202210,19,19,19,NA
8230745,202220,17,17,36,NA
8230745,202310,17,17,53,NA
8230745,202320,22,22,75,NA
8230745,202410,12,12,87,NA
8230745,202420,0,12,99,NA
8230745,202430,0,0,99,NA
8230745,202510,NA,NA,99,NA
8231106,202210,15,79,79,NA
8231106,202215,3,3,82,NA
8231106,202220,16,16,98,NA
8231106,202310,13,13,111,NA
8231106,202320,13,13,124,NA
8231117,202110,12,27,27,NA
8231117,202120,15,15,42,NA
8231117,202210,15,15,57,NA
8231117,202220,15,15,72,NA
8231117,202310,15,15,87,NA
8231117,202320,15,15,102,NA
8231117,202410,12,12,114,NA
8231117,202420,12,12,126,NA
8231449,202110,15,54,54,NA
8231449,202120,12,12,66,NA
8231449,202130,0,5,NA,NA
8231449,202210,15,15,86,NA
8231449,202220,15,15,101,NA
8231449,202230,9,9,110,NA
8231449,202310,15,15,125,NA
8231449,202315,3,3,128,NA
8231449,202320,15,15,143,NA
8231449,202330,3,3,146,NA
8231449,202410,0,0,146,NA
8231449,202415,0,0,146,NA
8231449,202420,0,0,146,NA
8232226,202110,14,38,38,NA
8232226,202120,16,16,54,NA
8232226,202210,16,16,70,NA
8232226,202220,15,15,85,NA
8232226,202230,3,3,88,NA
8232226,202310,15,15,103,NA
8232226,202320,15,15,118,NA
8232226,202410,12,12,130,NA
8232226,202420,12,12,142,NA
8232533,202110,15,60,60,NA
8232533,202120,12,12,72,NA
8232533,202210,13.5,13.5,85.5,NA
8232533,202215,6,6,91.5,NA
8232533,202220,15,15,106.5,NA
8232533,202310,17,17,123.5,NA
8232533,202320,15,15,138.5,NA
8232533,202410,15,15,153.5,NA
8233278,202110,0,50,NA,NA
8233278,202210,15,15,65,NA
8233278,202220,15,15,80,NA
8233278,202230,6,6,86,NA
8233278,202310,15,15,101,NA
8233278,202320,14,14,115,NA
8233278,202410,15,15,130,NA
8233278,202420,15,15,145,NA
8233278,202510,NA,NA,145,NA
8233829,202110,17,52,52,NA
8233829,202120,15,15,67,NA
8233829,202210,15,15,82,NA
8233829,202220,13,13,95,NA
8233829,202310,12,12,107,NA
8233829,202320,12,12,119,NA
8233829,202410,12,12,131,NA
8233844,202110,15,34,34,NA
8233844,202120,15,15,49,NA
8233844,202210,15,15,64,NA
8233844,202220,18,18,82,NA
8233844,202310,15,15,97,NA
8233844,202320,15,15,112,NA
8233844,202410,16,16,128,NA
8233844,202420,12,12,140,NA
8233854,202110,15,21,21,NA
8233854,202120,15,15,36,NA
8233854,202210,15,15,51,NA
8233854,202220,15,15,66,NA
8233854,202230,3,3,69,NA
8233854,202310,15,15,84,NA
8233854,202320,15,15,99,NA
8233854,202410,11,11,110,NA
8233854,202420,11,11,121,NA
8235522,202110,17,23,23,NA
8235522,202120,14,14,37,NA
8235522,202210,15,15,52,NA
8235522,202215,3,3,55,NA
8235522,202220,9,9,64,NA
8235522,202230,3,3,67,NA
8235522,202310,12,12,79,NA
8235522,202315,3,3,82,NA
8235522,202320,16,16,98,NA
8235522,202410,12,12,110,NA
8235522,202420,14,14,124,NA
8235926,202110,15,15,15,NA
8235926,202120,14,14,29,NA
8235926,202210,15,15,44,NA
8235926,202220,15,15,59,NA
8235926,202310,15,15,74,NA
8235926,202320,15,15,89,NA
8235926,202410,12,12,101,NA
8235926,202415,3,3,104,NA
8235926,202420,15,15,119,NA
8236003,202110,16,42,42,NA
8236003,202120,15,15,57,NA
8236003,202130,3,6,63,NA
8236003,202210,16,16,79,NA
8236003,202220,0,12.25,91.25,NA
8236003,202310,15,15,106.25,NA
8236003,202315,3,3,109.25,NA
8236003,202320,12,15,124.25,NA
8236003,202410,12,12,136.25,NA
8236003,202420,15,15,151.25,NA
8236114,202110,15,15,15,NA
8236114,202120,16,16,31,NA
8236114,202210,14,14,45,NA
8236114,202220,15,15,60,NA
8236114,202310,16,16,76,NA
8236114,202320,15,15,91,NA
8236114,202410,17,17,108,NA
8236114,202420,19,19,127,NA
8236405,202110,17,36,36,NA
8236405,202120,15,15,51,NA
8236405,202210,16,16,67,NA
8236405,202220,15,15,82,NA
8236405,202310,15,15,97,NA
8236405,202320,15,15,112,NA
8236405,202410,12,12,124,NA
8236405,202420,12,12,136,NA
8236496,202110,16,19,19,NA
8236496,202120,17,17,36,NA
8236496,202130,0,6,NA,NA
8236496,202210,18,18,60,NA
8236496,202220,18,18,78,NA
8236496,202310,18,18,96,NA
8236496,202320,18,18,114,NA
8236496,202410,22,22,136,NA
8236496,202420,15,15,151,NA
8236572,202110,17,48,48,NA
8236572,202120,12,12,60,NA
8236572,202210,17,17,77,NA
8236572,202220,16,16,93,NA
8236572,202310,15,15,108,NA
8236572,202320,18,18,126,NA
8236572,202330,0,6,132,NA
8236572,202410,19,19,151,NA
8237593,202120,18,18,18,NA
8237593,202210,18,18,36,NA
8237593,202220,19,19,55,NA
8237593,202310,20,20,75,NA
8237593,202320,20,20,95,NA
8237593,202410,12,12,107,NA
8237593,202420,15,15,122,NA
8237593,202430,0,0,122,NA
8237593,202510,NA,NA,122,NA
8237729,202110,13,67,67,NA
8237729,202120,16,16,83,NA
8237729,202210,12,12,95,NA
8237729,202220,16,16,111,NA
8237729,202310,12,12,123,NA
8237729,202320,12,12,135,NA
8237729,202410,0,0,135,NA
8237792,202110,15,64,64,NA
8237792,202120,12,12,76,NA
8237792,202210,15,15,91,NA
8237792,202220,15,15,106,NA
8237792,202310,15,18,124,NA
8237792,202320,15,15,139,NA
8237792,202410,0,0,139,NA
8237792,202415,0,0,139,NA
8237792,202420,0,0,139,NA
8237816,202110,15,46,46,NA
8237816,202120,15,15,61,NA
8237816,202210,15,15,76,NA
8237816,202220,17,17,93,NA
8237816,202310,17,17,110,NA
8237816,202315,6,6,116,NA
8237816,202320,15,15,131,NA
8237816,202410,0,0,131,NA
8237816,202415,0,0,131,NA
8237816,202420,0,0,131,NA
8237939,202110,15,45,45,NA
8237939,202120,15,15,60,NA
8237939,202210,16,16,76,NA
8237939,202215,3,3,79,NA
8237939,202220,16,16,95,NA
8237939,202310,18,18,113,NA
8237939,202315,6,6,119,NA
8237939,202320,18,18,137,NA
8237939,202330,3,3,140,NA
8237939,202410,6,6,146,NA
8237939,202415,0,0,146,NA
8237939,202420,0,0,146,NA
8237988,202110,16,58,58,NA
8237988,202120,15,15,73,NA
8237988,202210,14,14,87,NA
8237988,202215,3,3,90,NA
8237988,202220,15,15,105,NA
8237988,202310,15,15,120,NA
8237988,202315,3,3,123,NA
8237988,202320,15,15,138,NA
8237988,202330,6,6,144,NA
8237988,202410,15,15,159,NA
8237988,202420,17,17,176,NA
8238764,202110,17,36,36,NA
8238764,202120,15,15,51,NA
8238764,202210,15,15,66,NA
8238764,202220,15,15,81,NA
8238764,202310,15,15,96,NA
8238764,202320,12,12,108,NA
8238764,202410,12,12,120,NA
8238764,202420,12,12,132,NA
8238809,202110,14,38,38,NA
8238809,202120,12,12,50,NA
8238809,202210,16,16,66,NA
8238809,202220,14,14,80,NA
8238895,202110,16,68,68,NA
8238895,202120,15,15,83,NA
8238895,202210,15,15,98,NA
8238895,202220,12,12,110,NA
8238895,202310,15,15,125,NA
8238895,202320,15,15,140,NA
8238895,202410,12,12,152,NA
8238895,202420,15,15,167,NA
8239036,202110,15,38,38,NA
8239036,202120,18,18,56,NA
8239036,202210,15,15,71,NA
8239036,202220,15,15,86,NA
8239036,202310,15,15,101,NA
8239036,202320,12,12,113,NA
8239036,202410,12,12,125,NA
8239036,202420,14,14,139,NA
8239451,202110,14,14,14,NA
8239451,202120,17,17,31,NA
8239451,202210,12,12,43,NA
8239451,202220,12,12,55,NA
8239451,202310,15,15,70,NA
8239451,202320,15,15,85,NA
8239451,202410,15,18,103,NA
8239451,202420,16,16,119,NA
8240091,202110,0,3,NA,NA
8240091,202210,17,20,23,NA
8240091,202215,3,3,26,NA
8240091,202220,15,15,41,NA
8240091,202310,15,15,56,NA
8240091,202320,15,15,71,NA
8240091,202410,0,12,83,NA
8240091,202420,15,15,98,NA
8240091,202510,NA,NA,98,NA
8240124,202110,15,76,76,NA
8240124,202120,15,15,91,NA
8240124,202210,15,15,106,NA
8240124,202220,15,15,121,NA
8240124,202230,6,6,127,NA
8240124,202310,12,12,139,NA
8240124,202320,16.5,16.5,155.5,NA
8240124,202410,15,15,170.5,NA
8240124,202420,13,13,183.5,NA
8241122,202210,15,48,48,NA
8241122,202220,16,16,64,NA
8241122,202310,16,16,80,NA
8241122,202320,15,15,95,NA
8241122,202410,12,12,107,NA
8241122,202420,12,12,119,NA
8241122,202510,NA,NA,119,NA
8241959,202110,14,41,41,NA
8241959,202120,15,15,56,NA
8241959,202210,14,14,70,NA
8241959,202220,16,16,86,NA
8241959,202310,15,15,101,NA
8241959,202320,15,15,116,NA
8241959,202410,16,16,132,NA
8241959,202420,15,15,147,NA
8242001,202110,15,44,44,NA
8242001,202120,12,12,56,NA
8242001,202130,3,3,59,NA
8242001,202210,16,16,75,NA
8242001,202220,0,15.5,90.5,NA
8242001,202310,15,15,105.5,NA
8242001,202320,15,15,120.5,NA
8242001,202410,14,14,134.5,NA
8242001,202420,14,14,148.5,NA
8242136,202110,15,36,36,NA
8242136,202115,4,4,40,NA
8242136,202120,12,12,52,NA
8242136,202210,15,15,67,NA
8242136,202220,15,15,82,NA
8242136,202230,3,3,85,NA
8242136,202310,12,12,97,NA
8242136,202315,6,6,103,NA
8242136,202320,12,12,115,NA
8242136,202410,13,13,128,NA
8242136,202420,12,12,140,NA
8242848,202110,15,51,51,NA
8242848,202120,15,15,66,NA
8242848,202210,15,15,81,NA
8242848,202220,16,16,97,NA
8242848,202310,15,15,112,NA
8242848,202320,15,15,127,NA
8242848,202410,15,15,142,NA
8242848,202420,15,15,157,NA
8242896,202110,15,40,40,NA
8242896,202115,3,3,43,NA
8242896,202120,16,16,59,NA
8242896,202130,3,3,62,NA
8242896,202210,15,15,77,NA
8242896,202215,3,3,80,NA
8242896,202220,15,15,95,NA
8242896,202310,15,15,110,NA
8242896,202315,6,6,116,NA
8242896,202320,15,15,131,NA
8242896,202410,15,15,146,NA
8242896,202420,12,12,158,NA
8243232,202110,15,15,15,NA
8243232,202120,14,14,29,NA
8243232,202210,16,16,45,NA
8243232,202220,15,15,60,NA
8243232,202310,13,13,73,NA
8243232,202315,3,3,76,NA
8243232,202320,9,9,85,NA
8243232,202330,6,6,91,NA
8243232,202410,12,12,103,NA
8243232,202415,3,3,106,NA
8243232,202420,18,18,124,NA
8243561,202110,16,21,21,NA
8243561,202115,1,1,22,NA
8243561,202120,17,17,39,NA
8243561,202210,16,16,55,NA
8243561,202220,18,18,73,NA
8243561,202310,19,19,92,NA
8243561,202320,20,20,112,NA
8243561,202410,19,19,131,NA
8243561,202415,6,6,137,NA
8243561,202420,15,15,152,NA
8243761,202110,16,47,47,NA
8243761,202120,14,14,61,NA
8243761,202210,16,16,77,NA
8243761,202220,15,15,92,NA
8243761,202310,15,15,107,NA
8243761,202315,0,3,110,NA
8243761,202320,12,12,122,NA
8243761,202410,0,0,122,NA
8243761,202415,0,0,122,NA
8243761,202420,0,0,122,NA
8245499,202110,13,13,13,NA
8245499,202120,12,12,25,NA
8245499,202210,16,16,41,NA
8245499,202220,15,15,56,NA
8245502,202110,12,23,23,NA
8245502,202120,14,14,37,NA
8245502,202130,3,3,40,NA
8245502,202210,12,12,52,NA
8245502,202215,3,3,55,NA
8245502,202220,15,15,70,NA
8245502,202230,3,3,73,NA
8245502,202310,15,15,88,NA
8245502,202315,3,3,91,NA
8245502,202320,18,18,109,NA
8245502,202330,3,3,112,NA
8245502,202410,18,18,130,NA
8245502,202420,18,18,148,NA
8246329,202110,16,25,25,NA
8246329,202115,3,3,28,NA
8246329,202120,16,16,44,NA
8246329,202210,15,15,59,NA
8246329,202220,17,17,76,NA
8246329,202310,16,16,92,NA
8246329,202320,15,15,107,NA
8246329,202410,15,15,122,NA
8246329,202420,12,12,134,NA
8246520,202110,17,69,69,NA
8246520,202120,16,16,85,NA
8246520,202210,15,15,100,NA
8246520,202220,15,15,115,NA
8246520,202310,15,15,130,NA
8246520,202315,6,6,136,NA
8246520,202320,15,15,151,NA
8246894,202110,15,64,64,NA
8246894,202120,15,15,79,NA
8246894,202210,15,15,94,NA
8246894,202220,0,16,110,NA
8246894,202310,15,15,125,NA
8246894,202320,18,18,143,NA
8246894,202410,18,18,161,NA
8246894,202415,3,3,164,NA
8246913,202110,17,38,38,NA
8246913,202115,3,3,41,NA
8246913,202120,15,15,56,NA
8246913,202210,12,12,68,NA
8246913,202220,12,12,80,NA
8246913,202310,12,12,92,NA
8246913,202320,13,13,105,NA
8246913,202330,3,3,108,NA
8246913,202410,12,12,120,NA
8246913,202415,3,3,123,NA
8246913,202420,15,15,138,NA
8246913,202430,3,6,144,NA
8247640,202110,15,39,39,NA
8247640,202120,16,16,55,NA
8247640,202210,15,15,70,NA
8247640,202220,17,17,87,NA
8247640,202310,15,15,102,NA
8247640,202320,12,12,114,NA
8247640,202410,0,0,114,NA
8247640,202415,0,0,114,NA
8247640,202420,0,0,114,NA
8248087,202110,15,45,45,NA
8248087,202120,13,13,58,NA
8248087,202210,15,15,73,NA
8248087,202220,16,16,89,NA
8248087,202230,9,9,98,NA
8248087,202310,15,15,113,NA
8248087,202320,15,15,128,NA
8248087,202410,13.5,13.5,141.5,NA
8248087,202420,12,12,153.5,NA
8248246,202110,14,23,23,NA
8248246,202120,12,12,35,NA
8248246,202210,17,17,52,NA
8248246,202220,14,14,66,NA
8248246,202310,0,16,82,NA
8248246,202320,15,15,97,NA
8248246,202410,15,15,112,NA
8248246,202420,12,12,124,NA
8248382,202110,15,36,36,NA
8248382,202120,15,15,51,NA
8248382,202210,15,15,66,NA
8248382,202220,16,16,82,NA
8248382,202310,15,15,97,NA
8248382,202320,15,15,112,NA
8248382,202410,15,15,127,NA
8248382,202420,12,12,139,NA
8248778,202110,15,39,39,NA
8248778,202115,3,3,42,NA
8248778,202120,15,15,57,NA
8248778,202210,15,15,72,NA
8248778,202220,15,15,87,NA
8248778,202230,9,9,96,NA
8248778,202310,15,15,111,NA
8248778,202320,12,12,123,NA
8248778,202410,0,0,123,NA
8248778,202415,0,0,123,NA
8248778,202420,0,0,123,NA
8249032,202110,15,66,66,NA
8249032,202120,16,16,82,NA
8249032,202210,12,12,94,NA
8249032,202220,12,12,106,NA
8249032,202310,12,12,118,NA
8249032,202320,12,12,130,NA
8249032,202410,0,0,130,NA
8249032,202420,0,0,130,NA
8249462,202110,17,17,17,NA
8249462,202120,9,9,26,NA
8249462,202210,17,17,43,NA
8249462,202220,12,12,55,NA
8249462,202230,6,6,61,NA
8249462,202320,10,10,71,NA
8249700,202110,17,30,30,NA
8249700,202120,15,15,45,NA
8249700,202210,14,14,59,NA
8249700,202215,3,3,62,NA
8249700,202220,16,16,78,NA
8249700,202310,13,13,91,NA
8249700,202315,6,6,97,NA
8249700,202320,9,9,106,NA
8249700,202410,15,15,121,NA
8249700,202415,3,3,124,NA
8249700,202420,12,12,136,NA
8250686,202110,17,49,49,NA
8250686,202120,17,17,66,NA
8250686,202210,18,18,84,NA
8250686,202220,18,18,102,NA
8250686,202310,15,15,117,NA
8250686,202320,17,17,134,NA
8250686,202410,17,17,151,NA
8250686,202420,12,12,163,NA
8251048,202110,13,27,27,NA
8251048,202115,3,3,30,NA
8251048,202120,15,15,45,NA
8251048,202130,3,3,48,NA
8251048,202210,15,15,63,NA
8251048,202215,3,3,66,NA
8251048,202220,15,15,81,NA
8251048,202310,17,17,98,NA
8251048,202315,3,3,101,NA
8251048,202320,15,15,116,NA
8251048,202410,15,15,131,NA
8251048,202420,12,12,143,NA
8251072,202110,16,36,36,NA
8251072,202120,14,14,50,NA
8251072,202210,16,16,66,NA
8251072,202215,3,3,69,NA
8251072,202220,16,16,85,NA
8251072,202230,9,9,94,NA
8251072,202310,15,15,109,NA
8251072,202315,3,3,112,NA
8251072,202320,15,15,127,NA
8251072,202410,16,16,143,NA
8251072,202415,3,3,146,NA
8251072,202420,15,15,161,NA
8251114,202110,15,38,38,NA
8251114,202120,6,6,44,NA
8251114,202210,12,12,56,NA
8251114,202220,15,15,71,NA
8251114,202310,15,15,86,NA
8251114,202320,15,15,101,NA
8251114,202410,15,15,116,NA
8251114,202415,3,3,119,NA
8251114,202420,12,12,131,NA
8251501,202110,12,12,12,NA
8251501,202120,14,14,26,NA
8251501,202210,15,15,41,NA
8251501,202220,12,12,53,NA
8251501,202310,14,14,67,NA
8251501,202315,6,6,73,NA
8251501,202320,12,12,85,NA
8251501,202330,0,3,NA,NA
8251501,202410,14,14,102,NA
8251501,202415,6,6,108,NA
8251501,202420,8,8,116,NA
8260957,202110,15,45,45,NA
8260957,202120,15,15,60,NA
8260957,202210,15,15,75,NA
8260957,202220,15,15,90,NA
8260957,202310,15,15,105,NA
8260957,202320,15,15,120,NA
8260957,202410,15,15,135,NA
8260957,202420,14,14,149,NA
8261450,202110,16,16,16,NA
8261450,202120,16,16,32,NA
8261450,202210,15,15,47,NA
8261450,202220,16,16,63,NA
8261450,202310,13.5,13.5,76.5,NA
8261450,202320,16.5,16.5,93,NA
8261450,202410,16.5,16.5,109.5,NA
8261450,202420,15,15,124.5,NA
8262661,202010,3,3,3,NA
8262661,202020,3,3,6,NA
8262661,202110,3,3,9,NA
8262661,202120,3,3,12,NA
8262661,202210,17,24,36,NA
8262661,202220,13,13,49,NA
8262661,202310,15,15,64,NA
8262661,202320,12,12,76,NA
8262661,202410,15,15,91,NA
8262661,202415,3,3,94,NA
8262661,202420,15,15,109,NA
8262661,202510,NA,NA,109,NA
8262661,202515,NA,NA,109,NA
8263482,202210,15,45,45,NA
8263482,202220,13,13,58,NA
8263482,202310,15,15,73,NA
8263482,202315,3,3,76,NA
8263482,202320,12,12,88,NA
8263482,202410,12,12,100,NA
8263482,202420,12,12,112,NA
8263482,202510,NA,NA,112,NA
8264086,202020,4,4,4,NA
8264086,202030,3,3,7,NA
8264086,202110,3,3,10,NA
8264086,202120,3,3,13,NA
8264086,202210,12,28,41,NA
8264086,202220,15,15,56,NA
8264086,202310,15,15,71,NA
8264086,202315,3,3,74,NA
8264086,202320,16,16,90,NA
8264086,202410,14,14,104,NA
8264086,202420,12,12,116,NA
8264086,202510,NA,NA,116,NA
8264603,202010,18,56,56,NA
8264603,202015,3,3,59,NA
8264603,202020,14,14,73,NA
8264603,202030,9,9,82,NA
8264603,202110,18,18,100,NA
8264603,202115,2,2,102,NA
8264603,202120,16,16,118,NA
8264603,202210,17,17,135,NA
8264603,202215,3,3,138,NA
8264603,202220,18,18,156,NA
8265510,202010,17,30,30,NA
8265510,202020,15,15,45,NA
8265510,202110,18,18,63,NA
8265510,202120,18,18,81,NA
8265510,202210,18,18,99,NA
8265510,202215,3,3,102,NA
8265510,202220,18,18,120,NA
8265510,202310,19,19,139,NA
8265510,202320,15,15,154,NA
8266656,202010,14,35,35,NA
8266656,202020,14,14,49,NA
8266656,202110,15,15,64,NA
8266656,202120,15,15,79,NA
8266656,202210,15,15,94,NA
8266656,202220,15,15,109,NA
8266656,202310,17,17,126,NA
8266656,202320,15,15,141,NA
8268360,202010,16,16,16,NA
8268360,202020,17,17,33,NA
8268360,202110,19,19,52,NA
8268360,202120,18,18,70,NA
8268360,202210,18,21,91,NA
8268360,202220,15,15,106,NA
8268360,202230,0,0,106,NA
8268360,202310,6,9,115,NA
8268360,202315,0,0,115,NA
8268360,202320,3,3,118,NA
8273273,202010,17,45,45,NA
8273273,202020,15,15,60,NA
8273273,202110,16,16,76,NA
8273273,202115,3,3,79,NA
8273273,202120,14,14,93,NA
8273273,202130,3,3,96,NA
8273273,202210,15,15,111,NA
8273273,202220,15,15,126,NA
8273273,202310,0,0,126,NA
8273273,202315,0,0,126,NA
8273273,202320,0,0,126,NA
8274007,202010,19,32,32,NA
8274007,202020,20,20,52,NA
8274007,202110,20,20,72,NA
8274007,202120,19,19,91,NA
8274007,202130,0,0,91,NA
8274007,202210,17,20,111,NA
8274007,202220,18,18,129,NA
8274007,202230,0,0,129,NA
8274007,202310,18,18,147,NA
8274007,202320,18,18,165,NA
8274526,202010,13.5,28.5,28.5,NA
8274526,202020,15,15,43.5,NA
8274526,202110,15,15,58.5,NA
8274526,202120,19,19,77.5,NA
8274526,202210,16,16,93.5,NA
8274526,202215,3,3,96.5,NA
8274526,202220,17,17,113.5,NA
8274526,202230,3,3,116.5,NA
8274526,202310,13,13,129.5,NA
8274526,202320,16,16,145.5,NA
8275768,201930,6,6,6,NA
8275768,202010,15,21,27,NA
8275768,202020,13,13,40,NA
8275768,202110,13,13,53,NA
8275768,202120,15,15,68,NA
8275768,202210,12,12,80,NA
8275768,202220,15,15,95,NA
8275768,202310,12,12,107,NA
8275768,202320,12,12,119,NA
8275768,202410,0,0,119,NA
8275768,202415,0,0,119,NA
8275768,202420,0,0,119,NA
8275990,202010,15,15,15,NA
