"Student.ID","Term.Code","Term.UG.MU.Earned.CrHr","Term.UG.Overall.Earned.CrHr.(MU.and.Non-MU)","Cum.UG.Overall.Earned.CrHr.(MU.and.Non-MU)"
8357001,"202220",12,12,134
8357001,"202230",12,12,146
8358602,"201810",17,17,17
8358602,"201820",14,14,31
8358602,"201910",17,17,48
8358602,"201920",18,18,66
8358602,"202010",13,19,85
8358602,"202020",12,12,97
8358602,"202110",15,15,112
8358602,"202115",3,3,115
8358602,"202120",15,15,130
8359278,"201810",12,21,21
8359278,"201820",13,13,34
8359278,"201910",15,15,49
8359278,"202010",17,17,66
8359278,"202015",3,3,69
8359278,"202020",18,21,90
8359278,"202030",0,3,NA
8359278,"202110",18,18,111
8359278,"202120",15,15,126
8359870,"201810",14,32,32
8359870,"201815",0,12,NA
8359870,"201820",15,15,59
8359870,"201910",17,17,76
8359870,"201920",19,25,101
8359870,"202010",15,15,116
8359870,"202015",3,3,119
8359870,"202020",19,19,138
8362430,"201810",17,23,23
8362430,"201815",3,3,26
8362430,"201820",18,18,44
8362430,"201830",3,3,47
8362430,"201910",17,17,64
8362430,"201915",3,3,67
8362430,"201920",15,15,82
8364375,"201810",16,32,32
8364375,"201820",13,13,45
8364375,"201910",15,15,60
8364375,"201920",17,17,77
8364375,"202010",12,12,89
8364375,"202020",12,12,101
8364375,"202030",6,6,107
8364375,"202110",11,11,118
8364375,"202120",14,14,132
8365108,"201810",16,20,20
8365108,"201820",14,14,34
8365108,"201910",12,12,46
8365108,"201920",15,15,61
8365108,"202010",14,14,75
8365108,"202020",15,15,90
8365108,"202110",15,15,105
8365108,"202115",6,6,111
8365108,"202120",12,12,123
8365422,"201810",17,49,49
8365422,"201820",14,14,63
8365422,"201830",3,3,66
8365422,"201910",15,15,81
8365422,"201915",3,3,84
8365422,"201920",15,15,99
8365422,"201930",1,1,100
8365422,"202010",9,9,109
8365422,"202015",3,3,112
8365422,"202020",9,9,121
8365422,"202110",6,6,127
8365422,"202115",0,0,127
8365422,"202120",0,0,127
8365711,"201810",11,17,17
8365711,"201820",16,16,33
8365711,"201910",14,14,47
8365711,"201920",15,15,62
8365711,"202010",15,15,77
8365711,"202015",3,3,80
8365711,"202020",16,16,96
8365711,"202030",6,6,102
8365711,"202110",18,18,120
8365711,"202120",17,17,137
8366174,"201810",17,17,17
8366174,"201820",17,17,34
8366174,"201910",18,18,52
8366174,"201920",20,20,72
8366174,"202010",19,19,91
8366174,"202020",19,19,110
8366174,"202110",19,19,129
8366174,"202120",15,15,144
8366385,"201810",12,41,41
8366385,"201820",15,15,56
8366385,"201910",16,16,72
8366385,"201920",12,12,84
8366385,"201930",0,3,NA
8366385,"202010",0,16,103
8366385,"202020",15,15,118
8366385,"202110",15,15,133
8366385,"202120",13,13,146
8366918,"201810",17,36,36
8366918,"201820",16,16,52
8366918,"201830",3,3,55
8366918,"201910",15,15,70
8366918,"201920",12,12,82
8366918,"202010",15,15,97
8366918,"202020",15,15,112
8366918,"202110",15,15,127
8366918,"202120",15,15,142
8367035,"201810",17,42,42
8367035,"201820",15,15,57
8367035,"201910",16,16,73
8367035,"201920",12,12,85
8367035,"202010",15,15,100
8367035,"202020",15,15,115
8367035,"202110",15,15,130
8367035,"202120",16,21,151
8367545,"201810",17,32,32
8367545,"201815",3,3,35
8367545,"201820",16,16,51
8367545,"201910",15,15,66
8367545,"201915",6,6,72
8367545,"201920",15,15,87
8367545,"202010",15,15,102
8367545,"202020",15,15,117
8367545,"202110",15,15,132
8367545,"202120",12,12,144
8367894,"201810",17,50,50
8367894,"201815",3,3,53
8367894,"201820",14,14,67
8367894,"201830",3,3,70
8367894,"201910",15,15,85
8367894,"201915",3,3,88
8367894,"201920",15,15,103
8367894,"201930",1,1,104
8367894,"202010",15,15,119
8367894,"202020",15,15,134
8367894,"202110",15,15,149
8367894,"202120",13,13,162
8367944,"201810",15,19,19
8367944,"201820",15,15,34
8367944,"201910",15,15,49
8367944,"201920",15,15,64
8367944,"202010",14,14,78
8367944,"202020",15,15,93
8367944,"202110",15,15,108
8367944,"202120",12,12,120
8367955,"201810",15,21,21
8367955,"201820",17,17,38
8367955,"201910",16,16,54
8367955,"201920",15,15,69
8367955,"202010",16,16,85
8367955,"202015",6,6,91
8367955,"202020",16,16,107
8367955,"202110",17,17,124
8367955,"202115",6,6,130
8367955,"202120",19,19,149
8368057,"201810",16,45,45
8368057,"201820",16,16,61
8368057,"201910",16,16,77
8368057,"201920",15,15,92
8368057,"201930",6,6,98
8368057,"202010",15,15,113
8368057,"202020",15,15,128
8368057,"202030",3,3,131
8368057,"202110",15,15,146
8368057,"202120",15,15,161
8368109,"201810",16,31,31
8368109,"201820",16,16,47
8368109,"201910",15,15,62
8368109,"201920",15,15,77
8368109,"202010",0,16,93
8368109,"202020",18,18,111
8368109,"202110",13.5,13.5,124.5
8368109,"202120",15,15,139.5
8368121,"201810",16,54,54
8368121,"201820",18,18,72
8368121,"201910",15,15,87
8368121,"201920",15,15,102
8368121,"202010",16,16,118
8368121,"202020",13,13,131
8368121,"202030",3,3,134
8368121,"202110",16,16,150
8368719,"201810",15,57,57
8368719,"201820",17,17,74
8368719,"201910",14,14,88
8368719,"201915",3,3,91
8368719,"201920",15,15,106
8368719,"202010",15,15,121
8368719,"202015",3,3,124
8368719,"202020",15,15,139
8368719,"202110",15,15,154
8369044,"201810",15,24,24
8369044,"201820",15,15,39
8369044,"201910",6,6,45
8369044,"201920",14,14,59
8369044,"202010",0,3,NA
8369044,"202020",9,9,71
8369044,"202030",3,3,74
8369044,"202110",15,15,89
8369044,"202115",3,3,92
8369044,"202120",12,12,104
8369044,"202210",12,12,116
8369044,"202215",3,3,119
8369044,"202220",12,12,131
8369044,"202230",3,3,134
8369044,"202310",3,3,137
8369067,"201810",17,30,30
8369067,"201820",15,15,45
8369067,"201910",16,16,61
8369067,"201920",13,13,74
8369067,"202010",9,9,83
8369067,"202020",12,12,95
8369067,"202110",15,15,110
8369067,"202120",12,12,122
8369067,"202130",3,3,125
8369564,"201810",15,45,45
8369564,"201820",16,16,61
8369564,"201910",15,15,76
8369564,"201920",15,15,91
8369564,"202010",14,14,105
8369564,"202020",15,15,120
8369564,"202110",15,15,135
8369564,"202120",16.5,16.5,151.5
8370335,"201810",16,26,26
8370335,"201820",15,15,41
8370335,"201830",4,4,45
8370335,"201910",16,16,61
8370335,"201920",16,16,77
8370335,"201930",6,6,83
8370335,"202010",15,15,98
8370335,"202015",3,3,101
8370335,"202020",16,16,117
8370335,"202030",3,3,120
8370335,"202110",17,17,137
8370335,"202115",3,3,140
8370335,"202120",12,12,152
8370460,"201810",17,17,17
8370460,"201820",15,15,32
8370460,"201910",9,9,41
8370460,"201915",3,3,44
8370460,"201920",16,16,60
8370460,"202010",16,16,76
8370460,"202020",15,15,91
8370460,"202110",15,15,106
8370460,"202120",15,15,121
8371569,"201810",13,17,17
8371569,"201820",17,17,34
8371569,"201910",14,14,48
8371569,"201915",3,3,51
8371569,"201920",15,15,66
8371569,"202010",15,15,81
8371569,"202015",6,6,87
8371569,"202020",12,12,99
8371569,"202110",15,15,114
8371569,"202120",12,12,126
8371719,"201810",15,48,48
8371719,"201820",12,12,60
8371719,"201910",15,15,75
8371719,"201920",15,15,90
8371719,"202010",15,15,105
8371719,"202015",6,6,111
8371719,"202020",14,14,125
8371719,"202110",12,12,137
8371719,"202120",13,13,150
8371741,"201810",12,12,12
8371741,"201820",14,14,26
8371741,"201830",3,3,29
8371741,"201910",12,12,41
8371741,"201920",15,15,56
8371741,"202010",16,16,72
8371741,"202020",15,15,87
8371741,"202110",15,15,102
8371741,"202120",19,19,121
8372215,"201810",15,15,15
8372215,"201820",15,15,30
8372215,"201910",17,17,47
8372215,"201920",15,15,62
8372215,"202010",18,18,80
8372215,"202020",18,18,98
8372215,"202030",3,3,101
8372215,"202110",15,15,116
8372215,"202120",15,15,131
8372318,"201810",12,68,68
8372318,"201820",18,18,86
8372318,"201830",8,8,94
8372318,"201910",19,19,113
8372318,"201915",3,3,116
8372318,"201920",15,15,131
8372318,"202010",15,15,146
8372318,"202015",3,3,149
8372318,"202020",12,12,161
8372318,"202110",14,14,175
8372318,"202120",12.5,12.5,187.5
8372669,"201810",16,52,52
8372669,"201820",16,16,68
8372669,"201910",18,18,86
8372669,"201920",15,15,101
8372669,"202010",16,16,117
8372669,"202020",15,15,132
8372669,"202110",15,15,147
8372669,"202120",15,15,162
8372995,"201810",17,36,36
8372995,"201820",14,14,50
8372995,"201910",13,13,63
8372995,"201920",15,15,78
8372995,"202010",15,15,93
8372995,"202020",15,15,108
8372995,"202110",15,15,123
8372995,"202115",1,1,124
8372995,"202120",12,12,136
8373328,"201810",14,58,58
8373328,"201820",18,18,76
8373328,"201910",19,19,95
8373328,"201920",12,12,107
8373328,"201930",1,1,108
8373328,"202010",18,18,126
8373328,"202020",18,18,144
8373328,"202110",12,12,156
8373328,"202120",15,15,171
8373418,"201730",6,6,6
8373418,"201810",16,40,46
8373418,"201820",14,14,60
8373418,"201830",0,5,NA
8373418,"201910",15,15,80
8373418,"201920",13,13,93
8373418,"202010",15,15,108
8373418,"202020",15,15,123
8373418,"202110",14,14,137
8373418,"202120",12,12,149
8373628,"201810",15,56,56
8373628,"201820",13,13,69
8373628,"201910",15,15,84
8373628,"201920",17,17,101
8373628,"202010",12,12,113
8373628,"202020",12,12,125
8373628,"202110",15,15,140
8373628,"202120",12,12,152
8373905,"201810",17,42,42
8373905,"201820",13.5,13.5,55.5
8373905,"201910",15,15,70.5
8373905,"201920",12,12,82.5
8373905,"202010",15,15,97.5
8373905,"202015",3,3,100.5
8373905,"202020",14,14,114.5
8373905,"202030",3,3,117.5
8373905,"202110",12,12,129.5
8373905,"202120",9,9,138.5
8374059,"201810",15,18,18
8374059,"201820",16,16,34
8374059,"201830",0,5,NA
8374059,"201910",17,17,56
8374059,"201915",0,6,NA
8374059,"201920",16,16,78
8374059,"202010",12,12,90
8374059,"202015",3,3,93
8374059,"202020",20,20,113
8374059,"202030",3,3,116
8374059,"202110",12,12,128
8375640,"201910",16,36,36
8375640,"201915",6,6,42
8375640,"201920",14,14,56
8375640,"201930",6,6,62
8375640,"202010",15,15,77
8375640,"202015",6,6,83
8375640,"202020",12,12,95
8375640,"202030",9,9,104
8375640,"202110",15,15,119
8375640,"202130",9,9,128
8375640,"202210",6,6,134
8375640,"202220",0,0,134
8376010,"201810",17,29,29
8376010,"201820",13,13,42
8376010,"201910",17,17,59
8376010,"201915",0,4,63
8376010,"201920",16,16,79
8376010,"201930",3,3,82
8376010,"202010",17,17,99
8376010,"202020",15,15,114
8376010,"202110",15,15,129
8376010,"202120",14,14,143
8376089,"201810",15,18,18
8376089,"201820",16,16,34
8376089,"201910",17,17,51
8376089,"201915",3,3,54
8376089,"201920",15,15,69
8376089,"202010",0,16,85
8376089,"202015",3,3,88
8376089,"202020",15,15,103
8376089,"202030",5,5,108
8376089,"202110",12,12,120
8376089,"202115",3,3,123
8376089,"202120",12,12,135
8377320,"201810",16,24,24
8377320,"201820",14,14,38
8377320,"201910",14,14,52
8377320,"201920",15,15,67
8377320,"201930",1,1,68
8377320,"202010",12,12,80
8377320,"202020",0,16,96
8377320,"202110",12,12,108
8377320,"202120",12,12,120
8377418,"201810",15,68,68
8377418,"201820",15,15,83
8377418,"201830",0,0,83
8377418,"201910",19,19,102
8377418,"201915",6,6,108
8377418,"201920",15,15,123
8377418,"202010",19,19,142
8377418,"202020",18,18,160
8377418,"202110",0,0,160
8377418,"202120",0,0,160
8377632,"201810",13,36,36
8377632,"201820",15,15,51
8377632,"201910",16,16,67
8377632,"201920",15,15,82
8377632,"202010",16,16,98
8377632,"202015",3,3,101
8377632,"202020",15,15,116
8377632,"202110",17,17,133
8377632,"202115",3,3,136
8377632,"202120",15,15,151
8377653,"201810",17,23,23
8377653,"201815",6,6,29
8377653,"201820",12,12,41
8377653,"201830",12,12,53
8377653,"201910",14,14,67
8377653,"201920",13,13,80
8377653,"201930",3,3,83
8377653,"202010",15,15,98
8377653,"202020",18,18,116
8377653,"202030",6,6,122
8377653,"202110",15,15,137
8377653,"202120",12,12,149
8378332,"201810",15,46,46
8378332,"201820",12,12,58
8378332,"201910",15,15,73
8378332,"201915",2,2,75
8378332,"201920",15,15,90
8378332,"201930",6,6,96
8378332,"202010",12,15,111
8378332,"202020",15,15,126
8378332,"202110",12,12,138
8378332,"202120",6,6,144
8379553,"201810",16,43,43
8379553,"201815",3,3,46
8379553,"201820",15,15,61
8379553,"201910",15,15,76
8379553,"201915",3,3,79
8379553,"201920",15,15,94
8379553,"202010",15,15,109
8379553,"202020",0,16,125
8379553,"202110",12,15,140
8379553,"202120",13,13,153
8379931,"201810",16,16,16
8379931,"201815",6,6,22
8379931,"201820",12,12,34
8379931,"201910",16,16,50
8379931,"201915",3,3,53
8379931,"201920",14,14,67
8379931,"202010",16,16,83
8379931,"202015",3,3,86
8379931,"202020",14,14,100
8379931,"202030",3,6,106
8379931,"202110",15,15,121
8379931,"202115",3,3,124
8379931,"202120",9,9,133
8380034,"201810",17,27,27
8380034,"201820",17,17,44
8380034,"201910",15,15,59
8380034,"201920",12,12,71
8380034,"202010",15,15,86
8380034,"202020",15,15,101
8380034,"202110",12,12,113
8380034,"202120",12,12,125
8380912,"201810",16,56,56
8380912,"201820",15,15,71
8380912,"201910",15,15,86
8380912,"201920",17,17,103
8380912,"202010",15,15,118
8380912,"202020",15,15,133
8380912,"202110",3,3,136
8380912,"202120",0,0,136
8381137,"201810",16,40,40
8381137,"201815",3,3,43
8381137,"201820",17,17,60
8381137,"201830",3,3,63
8381137,"201910",16,16,79
8381137,"201920",15,15,94
8381137,"201930",6,6,100
8381137,"202010",15,15,115
8381137,"202020",15,15,130
8381137,"202110",13,13,143
8381137,"202120",13,13,156
8381513,"201810",14,23,23
8381513,"201820",14,14,37
8381513,"201910",15,15,52
8381513,"201920",18,18,70
8381513,"202010",15,15,85
8381513,"202020",9,9,94
8381513,"202030",3,6,100
8381513,"202110",15,15,115
8381513,"202120",15,15,130
8381924,"201810",16,20,20
8381924,"201820",16,16,36
8381924,"201910",15,15,51
8381924,"201915",3,3,54
8381924,"201920",12,12,66
8381924,"202010",15,15,81
8381924,"202020",17,17,98
8381924,"202110",15,15,113
8381924,"202120",12,12,125
8382026,"201810",17,47,47
8382026,"201820",16,16,63
8382026,"201910",15,15,78
8382026,"201920",15,15,93
8382026,"202010",15,15,108
8382026,"202020",15,15,123
8382026,"202030",3,3,126
8382026,"202110",15,15,141
8382026,"202120",12,12,153
8382476,"201810",15,54,54
8382476,"201820",15,15,69
8382476,"201910",15,15,84
8382476,"201920",13,13,97
8382476,"202010",12,12,109
8382476,"202015",6,6,115
8382476,"202020",15,15,130
8382476,"202110",0,0,130
8382476,"202115",0,0,130
8382476,"202120",0,0,130
8382573,"201810",15,49,49
8382573,"201820",17,17,66
8382573,"201830",6,6,72
8382573,"201910",16,16,88
8382573,"201920",15,15,103
8382573,"201930",6,6,109
8382573,"202010",15,15,124
8382573,"202015",3,3,127
8382573,"202020",15,15,142
8382573,"202030",3,3,145
8382573,"202110",18,18,163
8382573,"202120",21,21,184
8382893,"201810",12,19,19
8382893,"201820",15,15,34
8382893,"201910",17,17,51
8382893,"201920",13,13,64
8382893,"202010",15,15,79
8382893,"202020",15,15,94
8382893,"202110",13,13,107
8382893,"202120",12,12,119
8383258,"201810",15,52,52
8383258,"201820",12,12,64
8383258,"201910",12,12,76
8383258,"201920",12,12,88
8383258,"201930",6,6,94
8383258,"202010",15,15,109
8383258,"202020",14,14,123
8383258,"202110",13,13,136
8383258,"202120",15,15,151
8383490,"201810",15,18,18
8383490,"201815",3,3,21
8383490,"201820",15,15,36
8383490,"201910",15,15,51
8383490,"201915",3,3,54
8383490,"201920",15,15,69
8383490,"202010",12,12,81
8383490,"202020",15,15,96
8383490,"202110",15,15,111
8383490,"202120",13,13,124
8383906,"201810",17,39,39
8383906,"201815",3,3,42
8383906,"201820",17,17,59
8383906,"201910",16,16,75
8383906,"201920",17,17,92
8383906,"202010",16,16,108
8383906,"202015",6,6,114
8383906,"202020",19,19,133
8383906,"202030",3,3,136
8383906,"202110",6,6,142
8383906,"202120",6,6,148
8383906,"202130",1,1,149
8383906,"202210",6,6,155
8384345,"201810",17,64,64
8384345,"201820",15,15,79
8384345,"201910",18,18,97
8384345,"201920",17,17,114
8384345,"202010",12,12,126
8384345,"202020",12,12,138
8384345,"202110",12,12,150
8384345,"202120",12,12,162
8384407,"201810",16,36,36
8384407,"201815",3,3,39
8384407,"201820",14,14,53
8384407,"201910",18,18,71
8384407,"201915",6,6,77
8384407,"201920",17,17,94
8384407,"202010",17,17,111
8384407,"202020",13.5,13.5,124.5
8384407,"202030",4,4,128.5
8384407,"202110",12,12,140.5
8384407,"202120",14,14,154.5
8384659,"201810",16,16,16
8384659,"201820",14,14,30
8384659,"201910",15,15,45
8384659,"201920",15,15,60
8384659,"201930",6,6,66
8384659,"202010",15,15,81
8384659,"202020",12,12,93
8384659,"202030",6,6,99
8384659,"202110",15,15,114
8384659,"202115",6,6,120
8384659,"202120",13,13,133
8384659,"202210",3,3,136
8385193,"201810",15,18,18
8385193,"201820",16,16,34
8385193,"201830",3,10,44
8385193,"201910",17,17,61
8385193,"201920",16,16,77
8385193,"202010",16,16,93
8385193,"202015",3,3,96
8385193,"202020",15,15,111
8385193,"202030",3,3,114
8385193,"202110",15,15,129
8385193,"202120",12,12,141
8385483,"201810",14,34,34
8385483,"201820",16.5,16.5,50.5
8385483,"201910",14,14,64.5
8385483,"201920",15,15,79.5
8385483,"201930",9,9,88.5
8385483,"202010",15,15,103.5
8385483,"202020",15,15,118.5
8385483,"202110",12,12,130.5
8385483,"202120",14,14,144.5
8385730,"201810",17,38,38
8385730,"201820",17,17,55
8385730,"201910",20,20,75
8385730,"201920",19.5,19.5,94.5
8385730,"202010",19,19,113.5
8385730,"202020",15,15,128.5
8385730,"202110",17,17,145.5
8385730,"202115",6,6,151.5
8385730,"202120",13,13,164.5
8386138,"201810",17,52,52
8386138,"201820",18,18,70
8386138,"201830",3,3,73
8386138,"201910",17,17,90
8386138,"201915",3,3,93
8386138,"201920",19,19,112
8386138,"202010",18,18,130
8386138,"202020",14,14,144
8386138,"202110",17,17,161
8386138,"202120",16,16,177
8386377,"201810",16,30,30
8386377,"201820",14,14,44
8386377,"201910",0,0,44
8386377,"201920",0,0,44
8386377,"202010",15,15,59
8386377,"202015",3,3,62
8386377,"202020",12,12,74
8386377,"202030",9,9,83
8386377,"202110",15,15,98
8386377,"202120",6,6,104
8386377,"202130",9,9,113
8386377,"202210",15,15,128
8388086,"201810",15,18,18
8388086,"201820",17,17,35
8388086,"201910",16,16,51
8388086,"201920",14,14,65
8388086,"202010",15,15,80
8388086,"202020",15,15,95
8388086,"202110",12,12,107
8388086,"202120",12,12,119
8388254,"201810",15,20,20
8388254,"201820",16,16,36
8388254,"201830",3,3,39
8388254,"201910",13,13,52
8388254,"201920",17,17,69
8388254,"202010",15,15,84
8388254,"202015",6,6,90
8388254,"202020",15,15,105
8388254,"202110",16,16,121
8388254,"202120",12,12,133
8388320,"201810",15,39,39
8388320,"201815",3,3,42
8388320,"201820",14,14,56
8388320,"201910",13,13,69
8388320,"201915",0,0,69
8388320,"201920",5,5,74
8389082,"201810",15,57,57
8389082,"201820",14,14,71
8389082,"201910",12,12,83
8389082,"201915",3,3,86
8389082,"201920",12,12,98
8389082,"201930",3,3,101
8389082,"202010",12,12,113
8389082,"202015",6,6,119
8389082,"202020",12,12,131
8389082,"202110",15,15,146
8389082,"202115",6,6,152
8389082,"202120",15,15,167
8389477,"201810",16,19,19
8389477,"201820",15,15,34
8389477,"201910",15,15,49
8389477,"201915",0,4,53
8389477,"201920",15,15,68
8389477,"201930",3,3,71
8389477,"202010",15,15,86
8389477,"202020",15,15,101
8389477,"202030",6,6,107
8389477,"202110",15,15,122
8389477,"202120",12,12,134
8397628,"201810",14,38,38
8397628,"201820",17,17,55
8397628,"201910",17,17,72
8397628,"201920",17,17,89
8397628,"202010",15,15,104
8397628,"202020",15,15,119
8397628,"202110",15,15,134
8397628,"202120",17.5,17.5,151.5
8398101,"201810",16,22,22
8398101,"201820",17,17,39
8398101,"201910",17,17,56
8398101,"201920",16,16,72
8398101,"202010",15,15,87
8398101,"202015",6,6,93
8398101,"202020",17,17,110
8398101,"202110",15,15,125
8398101,"202120",19,19,144
8398122,"201810",15,50,50
8398122,"201820",15,15,65
8398122,"201910",15,15,80
8398122,"201920",15,15,95
8398122,"202010",15,15,110
8398122,"202015",3,3,113
8398122,"202020",15,15,128
8398122,"202110",14,14,142
8398122,"202120",13,13,155
8398216,"201810",16,32,32
8398216,"201820",15,15,47
8398216,"201830",1,6,53
8398216,"201910",16,16,69
8398216,"201920",12,12,81
8398216,"202010",15,15,96
8398216,"202020",15,15,111
8398216,"202110",15,15,126
8398216,"202120",12,12,138
8398224,"201910",16,37,37
8398224,"201915",3,3,40
8398224,"201920",17,17,57
8398224,"202010",17,17,74
8398224,"202015",3,3,77
8398224,"202020",16,16,93
8398224,"202110",15,15,108
8398224,"202120",13.5,13.5,121.5
8398224,"202210",3,3,124.5
8398224,"202215",0,0,124.5
8398224,"202220",0,0,124.5
8398240,"201810",18,18,18
8398240,"201820",18,18,36
8398240,"201910",18,18,54
8398240,"201920",18,18,72
8398240,"201930",6,6,78
8398240,"202010",17,17,95
8398240,"202020",14,14,109
8398240,"202110",15,15,124
8398291,"201810",16,30,30
8398291,"201820",17,17,47
8398291,"201910",17,17,64
8398291,"201915",3,3,67
8398291,"201920",18,18,85
8398291,"202010",16,16,101
8398291,"202015",3,3,104
8398291,"202020",15,15,119
8398291,"202110",15,15,134
8398291,"202120",16,16,150
8398303,"201910",15,38,38
8398303,"201920",12,12,50
8398303,"202010",12,12,62
8398303,"202020",12,12,74
8398303,"202030",3,6,80
8398303,"202110",13,13,93
8398303,"202120",12,12,105
8398303,"202210",12,12,117
8398303,"202220",9,9,126
8398361,"201810",16,20,20
8398361,"201815",6,6,26
8398361,"201820",13,13,39
8398361,"201910",14,14,53
8398361,"201920",15,15,68
8398361,"201930",0,3,NA
8398361,"202010",15,15,86
8398361,"202020",15,15,101
8398361,"202110",16,16,117
8398361,"202120",12,12,129
8398381,"201810",15,52,52
8398381,"201820",14,14,66
8398381,"201910",16,16,82
8398381,"201915",3,3,85
8398381,"201920",15,15,100
8398381,"202010",12,12,112
8398381,"202015",3,3,115
8398381,"202020",15,15,130
8398381,"202110",12,15,145
8398381,"202115",6,6,151
8398381,"202120",6,6,157
8401257,"201710",11,11,11
8401257,"201720",13,13,24
8401257,"201810",16,34,58
8401257,"201820",18,18,76
8401257,"201910",17,17,93
8401257,"201920",15,15,108
8401257,"202010",13,13,121
8401257,"202020",18,18,139
8401257,"202110",6,6,145
8401257,"202115",0,0,145
8401257,"202120",0,0,145
8429284,"201810",14,62.5,62.5
8429284,"201820",16,16,78.5
8429284,"201910",15,15,93.5
8429284,"201915",0,3,96.5
8429284,"201920",15,15,111.5
8429284,"202010",18,18,129.5
8429284,"202015",6,6,135.5
8429284,"202020",16,16,151.5
8458965,"201610",16,65,65
8458965,"201620",14,14,79
8458965,"201710",16,16,95
8458965,"201715",6,6,101
8458965,"201720",14,14,115
8458965,"201810",16,16,131
8458965,"201815",3,3,134
8458965,"201820",15,15,149
8458965,"201910",3,3,152
8458965,"201920",0,0,152
8476995,"201610",15,47,47
8476995,"201615",1,1,48
8476995,"201620",15,15,63
8476995,"201710",16,16,79
8476995,"201720",15,15,94
8476995,"201810",18,18,112
8476995,"201815",3,3,115
8476995,"201820",15,15,130
8476995,"201910",3,3,133
8476995,"201920",3,3,136
8521298,"201510",17,73,73
8521298,"201520",14,14,87
8521298,"201530",0,3,NA
8521298,"201610",17,17,107
8521298,"201615",6,6,113
8521298,"201620",16,19,132
8521298,"201710",15,15,147
8521298,"201720",13,16,163
8521298,"201810",0,0,163
8521298,"201820",0,0,163
8521862,"201510",17,73,73
8521862,"201520",14,17,90
8521862,"201530",0,3,NA
8521862,"201610",17,17,110
8521862,"201615",6,6,116
8521862,"201620",16,19,135
8521862,"201710",15,15,150
8521862,"201720",13,16,166
8521862,"201810",0,0,166
8521862,"201820",0,0,166
